D1,D2,D3,D4,D4_1,D4_2,p2q1 [OS1],p2q1 [OS2],p2q1 [OS3],p2q2 [OA1],p2q2 [OA2],p3q1E [OD1],p3q1E [OD2],p3q1E [OD3],p3q1E [OD4],p3q1E [OD5],p3q1T [OD1],p3q1T [OD2],p3q1T [OD3],p3q1T [OD6],p3q1T [OD4],p3q1T [OD5],p3q2E [OD_E1],p3q2E [OD_E2],p3q2E [OD_E3],p3q2E [OD_E4],p3q2T [OD_E1],p3q2T [OD_E2],p3q2T [OD_E3],p3q2T [OD_E5],p3q2T [OD_E4],p4q1T [1],p4q1T [2],p4q1T [3],p4q1T [4],p4q1T [5],p4q1T [6],p4q1T [7],p4q1T [8],p4q1T_O,p4q1E [1],p4q1E [2],p4q1E [3],p4q1E [4],p4q1E [5],p4q1E [6],p4q1E [7],p4q1E_O,p4q2,p4q2_O,p5q1 [SQ002],p5q1 [SQ001],p5q1 [SQ004],p5q1 [SQ005],p5q1_N,p5q2 [1],p5q2 [2],p5q2 [3],p5q2 [4],p5q2 [5],p5q2 [6],p5q2 [7],p5q2 [8],p5q2 [9],p6q1 [1],p6q1 [2],p6q1 [3],p6q1 [4],p6q2E [1],p6q2E [2],p6q2E [3],p6q2E [4],p6q2T [1],p6q2T [2],p6q2T [3],p6q2T [4],p7q1E [1],p7q1E [2],p7q1E [3],p7q1E [4],p7q1E [5],p7q1T [1],p7q1T [2],p7q1T [3],p7q2,p8q1 [1],p8q1 [2],p8q1 [3],p8q1 [4],p8q1 [5],p8q1 [6],p8q2 [1],p8q2 [2],p8q2 [3],p8q2 [4],p8q2 [5],p8q2 [6],p8q2 [7],p8q3 [1],p8q3 [2],p8q3 [3],p8q3 [4]
Male,United States of America,5 - 10 years,Experiment,> 500 members,,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Neutral,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Strongly agree,Strongly agree,Strongly agree,Neutral,,,,,,No,No,No,No,No,No,No,No,,No,No,No,Yes,No,No,No,,The HEP community as a whole should decide and set practices.,,Yes,Yes,No,No,,Somewhat affect,Somewhat affect,Rarely affect,Affect a lot,Affect a lot,Affect a lot,Affect a lot,Neutral,Somewhat affect,Neutral,Strongly agree,Neutral,Neutral,Strongly disagree,Neutral,Neutral,Somewhat agree,,,,,Neutral,Neutral,Somewhat helpful,Somewhat helpful,Somewhat helpful,,,,"I feel this might make a bigger difference in smaller, non-HEP experiments like some of the dark matter experiments or smaller astronomical surveys.",Weekly,Once every 3 months,Weekly,Weekly,Weekly,Monthly,Very satisfied,Neither satisfied nor dissatisfied,Moderately satisfied,Very satisfied,Neither satisfied nor dissatisfied,Moderately satisfied,Moderately satisfied,Somewhat affect,Affect a lot,Affect a lot,Somewhat affect
Male,France,more than 20 years,Experiment,> 500 members,,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,No,No,No,No,Yes,No,No,No,No,No,No,Somewhat disagree,Somewhat disagree,Neutral,Somewhat disagree,,,,,,No,No,No,No,No,No,No,No,,No,No,No,No,No,Yes,No,,Each collaboration or team should decide for their work.,,No,No,Yes,No,,Affect a lot,Somewhat affect,Somewhat affect,Not at all affect,Somewhat affect,Somewhat affect,Somewhat affect,Affect a lot,Somewhat affect,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat disagree,Strongly disagree,Somewhat agree,Somewhat disagree,Strongly disagree,,,,,Somewhat helpful,Very unhelpful,Very unhelpful,Very unhelpful,Neutral,,,,,Less than once a year,Less than once a year,Weekly,Less than once a year,Daily,Less than once a year,No experience,No experience,Moderately satisfied,No experience,No experience,Very satisfied,No experience,Affect a lot,Somewhat affect,Affect a lot,Affect a lot
Male,United States of America,5 - 10 years,Experiment,> 500 members,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Yes,Yes,No,Yes,No,No,No,No,No,No,No,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,,,,,,No,No,No,No,No,No,No,No,,No,Yes,Yes,Yes,No,No,No,,The HEP community as a whole should decide and set practices.,,Yes,Yes,No,No,,Somewhat affect,Affect a lot,Not at all affect,Somewhat affect,Affect a lot,Affect a lot,Affect a lot,Affect a lot,Neutral,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,,,,,Very helpful,Somewhat helpful,Somewhat helpful,Somewhat helpful,Somewhat unhelpful,,,,,Daily,Daily,Weekly,Monthly,Daily,Less than once a year,Moderately satisfied,Very satisfied,Neither satisfied nor dissatisfied,Moderately satisfied,No experience,Moderately satisfied,No experience,Affect a lot,Affect a lot,Affect a lot,Affect a lot
Male,Republic of Korea,less than 5 years,Experiment,101 - 500 members,,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Neutral,Yes,No,No,No,No,No,No,No,No,No,No,Neutral,Neutral,Somewhat agree,Strongly agree,,,,,,No,No,No,No,No,No,No,No,,No,No,Yes,No,No,No,No,,Each individual researcher should decide for their work autonomously.,,Yes,Yes,No,No,,Somewhat affect,Neutral,Somewhat affect,Affect a lot,Neutral,Somewhat affect,Neutral,Neutral,Neutral,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,,,,,Very helpful,Very helpful,Very helpful,Very helpful,Very helpful,,,,,Monthly,Weekly,Monthly,Daily,Daily,Less than once a year,Very satisfied,Very satisfied,Very satisfied,Moderately satisfied,No experience,Very satisfied,No experience,Somewhat affect,Affect a lot,Affect a lot,Somewhat affect
Female,United States of America,less than 5 years,Experiment,> 500 members,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neutral,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,,,,,,No,No,No,No,No,No,No,No,,No,No,Yes,Yes,No,No,No,,The HEP community as a whole should decide and set practices.,,Yes,Yes,No,No,,Somewhat affect,Affect a lot,Neutral,Neutral,Neutral,Somewhat affect,Affect a lot,Affect a lot,Affect a lot,Somewhat disagree,Strongly agree,Strongly disagree,Strongly disagree,Neutral,Somewhat agree,Somewhat agree,Strongly agree,,,,,Somewhat helpful,Somewhat helpful,Neutral,Very helpful,Very helpful,,,,,Daily,Daily,Daily,Daily,Daily,Daily,Very satisfied,Moderately dissatisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,No experience,Moderately satisfied,Very satisfied,Somewhat affect,Affect a lot,Affect a lot,Somewhat affect
Male,United States of America,more than 20 years,Experiment,> 500 members,,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat disagree,Yes,No,No,No,No,No,No,No,No,No,No,Neutral,Neutral,Strongly disagree,Somewhat agree,,,,,,No,No,No,No,No,No,No,No,,No,No,No,No,No,Yes,No,,Each collaboration or team should decide for their work.,,No,No,Yes,Yes,I don't think very complex analysis software is useful.,Rarely affect,Neutral,Neutral,Rarely affect,Neutral,Somewhat affect,Rarely affect,Somewhat affect,Neutral,Neutral,Somewhat agree,Somewhat disagree,Strongly disagree,Strongly disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,,,,,Somewhat unhelpful,Very unhelpful,Neutral,Neutral,Very unhelpful,,,,,Monthly,Less than once a year,Monthly,Less than once a year,Daily,Less than once a year,Neither satisfied nor dissatisfied,No experience,Neither satisfied nor dissatisfied,No experience,No experience,Moderately dissatisfied,No experience,Somewhat affect,Somewhat affect,Somewhat affect,Somewhat affect
Female,the United Kingdom of Great Britain and Northern Ireland,5 - 10 years,Experiment,> 500 members,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Yes,No,No,No,No,No,No,No,No,No,No,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,,,,,,No,No,No,No,No,No,No,No,,No,Yes,Yes,No,Yes,No,No,,The HEP community as a whole should decide and set practices.,,Yes,Yes,No,No,,Neutral,Affect a lot,Affect a lot,Affect a lot,Affect a lot,Affect a lot,Rarely affect,Affect a lot,Rarely affect,Strongly agree,Strongly agree,Somewhat disagree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,,,,,Very helpful,Very helpful,Very helpful,Very helpful,Very helpful,,,,,Daily,Twice a year,Monthly,Monthly,Weekly,Twice a year,Very satisfied,Neither satisfied nor dissatisfied,Moderately satisfied,Very satisfied,No experience,Neither satisfied nor dissatisfied,Very satisfied,Somewhat affect,Affect a lot,Somewhat affect,Affect a lot
Male,Italy,more than 20 years,Theory,,,Strongly agree,Strongly agree,Neutral,Somewhat agree,Somewhat agree,No,No,No,No,No,Yes,No,No,No,No,No,,,,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,No,No,No,No,Yes,No,No,No,,No,No,No,No,No,No,No,,The funding bodies or institutions should decide and develop policies for researchers to follow.,,No,No,Yes,No,,Somewhat affect,Affect a lot,Affect a lot,Affect a lot,Affect a lot,Neutral,Neutral,Somewhat affect,Somewhat affect,Neutral,Somewhat agree,Strongly agree,Somewhat agree,,,,,Somewhat agree,Somewhat agree,Somewhat agree,Neutral,,,,,,Somewhat helpful,Somewhat helpful,Somewhat helpful,,Less than once a year,Less than once a year,Less than once a year,Daily,Once a year,Less than once a year,No experience,No experience,No experience,Very satisfied,No experience,Very satisfied,No experience,Somewhat affect,Affect a lot,Affect a lot,Neutral
Female,Canada,5 - 10 years,Experiment,> 500 members,,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Neutral,No,No,No,No,Yes,No,No,No,No,No,No,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,,,,,,No,No,No,No,No,No,No,No,,No,No,No,No,No,Yes,No,,Each collaboration or team should decide for their work.,,No,Yes,No,No,,Affect a lot,Neutral,Neutral,Neutral,Affect a lot,Affect a lot,Neutral,Affect a lot,Neutral,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,,,,,Very unhelpful,Very unhelpful,Somewhat unhelpful,Very unhelpful,Very unhelpful,,,,,Monthly,Weekly,Daily,Daily,Daily,Less than once a year,Moderately satisfied,Moderately satisfied,Moderately satisfied,Moderately satisfied,No experience,Moderately satisfied,No experience,Affect a lot,Affect a lot,Somewhat affect,Somewhat affect
Male,United States of America,less than 5 years,Experiment,> 500 members,,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Neutral,Yes,Yes,No,Yes,No,No,No,No,No,No,No,Somewhat agree,Somewhat disagree,Somewhat agree,Neutral,,,,,,No,No,No,No,No,No,No,No,,No,No,No,Yes,Yes,No,No,,Each collaboration or team should decide for their work.,,Yes,Yes,No,No,,Somewhat affect,Affect a lot,Neutral,Somewhat affect,Somewhat affect,Affect a lot,Somewhat affect,Neutral,Neutral,Neutral,Strongly agree,Somewhat disagree,Somewhat disagree,Strongly disagree,Somewhat agree,Neutral,Neutral,,,,,Somewhat helpful,Neutral,Somewhat unhelpful,Somewhat unhelpful,Neutral,,,,,Daily,Once a year,Once every 3 months,Once every 3 months,Daily,Daily,Very satisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Moderately satisfied,Very satisfied,Moderately satisfied,Somewhat affect,Affect a lot,Affect a lot,Affect a lot
Male,Ecuador,5 - 10 years,Experiment,51 - 100 members,,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Neutral,Yes,No,No,No,No,No,No,No,No,No,No,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,,,,,No,No,No,No,No,No,No,No,,No,No,Yes,No,No,No,No,,Each collaboration or team should decide for their work.,,No,Yes,No,No,,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Strongly agree,Strongly disagree,Strongly disagree,Somewhat agree,Neutral,Neutral,Strongly agree,,,,,Very helpful,Very helpful,Somewhat helpful,Somewhat helpful,Very helpful,,,,,Weekly,Less than once a year,Monthly,Weekly,Weekly,Less than once a year,Very dissatisfied,No experience,Moderately dissatisfied,Very dissatisfied,No experience,Very dissatisfied,No experience,Affect a lot,Affect a lot,Affect a lot,Neutral
Female,United States of America,5 - 10 years,Experiment,> 500 members,,Somewhat agree,Somewhat agree,Neutral,Strongly agree,Neutral,Yes,No,Yes,No,No,No,No,No,No,No,No,Somewhat disagree,Neutral,Somewhat disagree,Somewhat agree,,,,,,No,No,No,No,No,No,No,No,,No,No,No,No,Yes,No,No,,Each collaboration or team should decide for their work.,,Yes,Yes,No,No,,Affect a lot,Neutral,Somewhat affect,Somewhat affect,Neutral,Rarely affect,Somewhat affect,Affect a lot,Somewhat affect,Strongly agree,Strongly agree,Somewhat disagree,Strongly disagree,Somewhat disagree,Neutral,Somewhat agree,Somewhat agree,,,,,Somewhat unhelpful,Very unhelpful,Neutral,Somewhat helpful,Neutral,,,,,Daily,Weekly,Weekly,Daily,Daily,Monthly,Very satisfied,Moderately dissatisfied,Moderately dissatisfied,Very satisfied,No experience,Neither satisfied nor dissatisfied,Moderately satisfied,Not at all affect,Affect a lot,Affect a lot,Somewhat affect
Male,United States of America,more than 20 years,Experiment,101 - 500 members,,Strongly agree,Strongly agree,Somewhat agree,Neutral,Neutral,Yes,No,Yes,Yes,No,No,No,No,No,No,No,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,,,,,,No,No,No,No,No,No,No,No,,No,Yes,Yes,No,No,No,No,,Each collaboration or team should decide for their work.,,No,Yes,No,No,,Somewhat affect,Somewhat affect,Affect a lot,Somewhat affect,Neutral,Somewhat affect,Somewhat affect,Neutral,Somewhat affect,Somewhat agree,Strongly agree,Somewhat agree,Neutral,Neutral,Somewhat agree,Somewhat agree,Neutral,,,,,Somewhat helpful,Neutral,Neutral,Somewhat helpful,Neutral,,,,,Less than once a year,Less than once a year,Once a year,Less than once a year,Less than once a year,Less than once a year,Moderately satisfied,No experience,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,No experience,Moderately satisfied,No experience,Somewhat affect,Somewhat affect,Somewhat affect,Rarely affect
Male,United States of America,more than 20 years,Experiment,> 500 members,,Somewhat agree,Neutral,Somewhat disagree,Somewhat agree,Neutral,Yes,No,No,No,Yes,No,No,No,No,No,No,Somewhat agree,Somewhat agree,Neutral,Strongly agree,,,,,,No,No,No,No,No,No,No,No,,No,No,No,No,Yes,No,No,,Each collaboration or team should decide for their work.,,No,No,Yes,No,,Affect a lot,Affect a lot,Not at all affect,Affect a lot,Neutral,Neutral,Neutral,Somewhat affect,Somewhat affect,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Neutral,,,,,Very unhelpful,Very unhelpful,Somewhat helpful,Somewhat helpful,Very unhelpful,,,,Public release of data and code from a large experiment seems to be completely unrealistic and of little use to anyone.,Daily,Weekly,Daily,Daily,Daily,Less than once a year,Moderately satisfied,Moderately satisfied,Very satisfied,Moderately satisfied,No experience,Moderately satisfied,No experience,Affect a lot,Affect a lot,Affect a lot,Affect a lot
Male,Canada,less than 5 years,Experiment,20 - 50 members,,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Neutral,Yes,No,No,No,Yes,No,No,No,No,No,No,Somewhat disagree,Somewhat agree,Neutral,Somewhat agree,,,,,,No,No,No,No,No,No,No,No,,No,No,Yes,Yes,No,No,No,,The HEP community as a whole should decide and set practices.,,Yes,No,No,No,,Somewhat affect,Somewhat affect,Somewhat affect,Somewhat affect,Affect a lot,Affect a lot,Affect a lot,Neutral,Affect a lot,Somewhat disagree,Strongly agree,Neutral,Somewhat disagree,Strongly disagree,Somewhat agree,Neutral,Somewhat agree,,,,,Somewhat helpful,Somewhat helpful,Somewhat unhelpful,Somewhat unhelpful,Somewhat unhelpful,,,,,Less than once a year,Less than once a year,Monthly,Daily,Weekly,Less than once a year,No experience,No experience,Moderately satisfied,Moderately satisfied,No experience,Moderately dissatisfied,Moderately satisfied,Neutral,Somewhat affect,Neutral,Affect a lot
Male,Germany,less than 5 years,Experiment,> 500 members,,Somewhat agree,Neutral,Neutral,Neutral,Somewhat disagree,No,No,No,No,Yes,No,No,No,No,No,No,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat disagree,,,,,,No,No,No,No,No,No,No,No,,No,No,No,No,No,Yes,No,,Each collaboration or team should decide for their work.,,Yes,Yes,No,No,,Affect a lot,Affect a lot,Somewhat affect,Affect a lot,Affect a lot,Affect a lot,Affect a lot,Not at all affect,Neutral,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,,,,,Very unhelpful,Very unhelpful,Somewhat helpful,Very helpful,Very unhelpful,,,,,Daily,Daily,Daily,Daily,Daily,Weekly,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Neither satisfied nor dissatisfied,Somewhat affect,Affect a lot,Somewhat affect,Not at all affect
Male,France,more than 20 years,Experiment,101 - 500 members,,Somewhat agree,Somewhat agree,Somewhat agree,Strongly disagree,Strongly disagree,Yes,No,No,No,Yes,No,No,No,No,No,No,Neutral,Neutral,Neutral,Neutral,,,,,,No,No,No,No,No,No,No,No,,No,Yes,Yes,No,No,No,No,,The HEP community as a whole should decide and set practices.,,No,No,Yes,No,,Affect a lot,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,,,,,Very unhelpful,Very unhelpful,Very unhelpful,Very unhelpful,Very unhelpful,,,,,Weekly,Less than once a year,Less than once a year,Less than once a year,Weekly,Less than once a year,No experience,No experience,No experience,No experience,No experience,Very satisfied,No experience,Affect a lot,Rarely affect,Rarely affect,Affect a lot
Female,United States of America,less than 5 years,Experiment,> 500 members,,Strongly agree,Strongly agree,Strongly agree,Neutral,Neutral,Yes,No,Yes,No,No,No,No,No,No,No,No,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,,,,,No,No,No,No,No,No,No,No,,No,No,No,Yes,No,No,No,,Each collaboration or team should decide for their work.,,Yes,Yes,No,No,,Neutral,Affect a lot,Rarely affect,Somewhat affect,Somewhat affect,Somewhat affect,Affect a lot,Affect a lot,Affect a lot,Strongly disagree,Strongly agree,Somewhat disagree,Somewhat disagree,Neutral,Strongly disagree,Somewhat agree,Strongly agree,,,,,Very helpful,Very helpful,Very helpful,Neutral,Somewhat helpful,,,,,Daily,Monthly,Weekly,Weekly,Monthly,Once every 3 months,Very satisfied,Very satisfied,Very satisfied,Very satisfied,No experience,Moderately satisfied,Very satisfied,Rarely affect,Affect a lot,Neutral,Somewhat affect
Female,France,more than 20 years,Experiment,> 500 members,,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Neutral,Yes,No,No,No,No,No,No,No,No,No,No,Somewhat agree,Somewhat agree,Neutral,Strongly agree,,,,,,No,No,No,No,No,No,No,No,,No,No,No,No,Yes,No,No,,Each collaboration or team should decide for their work.,,Yes,Yes,No,No,,Affect a lot,Affect a lot,Somewhat affect,Somewhat affect,Neutral,Affect a lot,Somewhat affect,Neutral,Neutral,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,,,,,Very unhelpful,Somewhat unhelpful,Neutral,Neutral,Somewhat unhelpful,,,,,Monthly,Weekly,Daily,Monthly,Daily,Less than once a year,Very satisfied,Moderately satisfied,Very satisfied,Moderately satisfied,No experience,Very satisfied,No experience,Affect a lot,Affect a lot,Affect a lot,Neutral
Male,United States of America,less than 5 years,Experiment,> 500 members,,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Neutral,Yes,No,No,No,No,No,No,No,No,No,No,Strongly agree,Somewhat agree,Neutral,Strongly agree,,,,,,No,No,No,No,No,No,No,No,,No,Yes,No,Yes,No,No,No,,Each collaboration or team should decide for their work.,,Yes,Yes,No,No,,Somewhat affect,Affect a lot,Somewhat affect,Affect a lot,Affect a lot,Affect a lot,Somewhat affect,Affect a lot,Not at all affect,Neutral,Strongly agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,,,,,Very helpful,Very helpful,Somewhat helpful,Somewhat helpful,Somewhat helpful,,,,,Weekly,Less than once a year,Daily,Daily,Daily,Less than once a year,Moderately satisfied,No experience,Neither satisfied nor dissatisfied,Moderately satisfied,No experience,Very satisfied,No experience,Affect a lot,Affect a lot,Affect a lot,Somewhat affect
Male,France,more than 20 years,Theory,,,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,No,No,No,No,No,Yes,No,No,No,Yes,No,,,,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,No,Yes,No,No,No,No,No,No,,No,No,No,No,No,No,No,,Each individual researcher should decide for their work autonomously.,,No,Yes,No,No,,Affect a lot,Neutral,Somewhat affect,Affect a lot,Affect a lot,Neutral,Neutral,Neutral,Neutral,Neutral,Strongly agree,Somewhat agree,Neutral,,,,,Strongly agree,Neutral,Strongly agree,Strongly agree,,,,,,Very helpful,Very helpful,Very helpful,,Once every 3 months,Less than once a year,Weekly,Weekly,Weekly,Less than once a year,Very satisfied,No experience,Very satisfied,Moderately satisfied,Moderately satisfied,Moderately satisfied,No experience,Affect a lot,Affect a lot,Affect a lot,Affect a lot
