Gender,D2,D3,D4,D4_1,D4_2,p2q1 [OS1],p2q1 [OS2],p2q1 [OS3],p2q2 [OA1],p2q2 [OA2],p3q1E [OD1],p3q1E [OD2],p3q1E [OD3],p3q1E [OD4],p3q1E [OD5],p3q1T [OD1],p3q1T [OD2],p3q1T [OD3],p3q1T [OD6],p3q1T [OD4],p3q1T [OD5],p3q2E [OD_E1],p3q2E [OD_E2],p3q2E [OD_E3],p3q2E [OD_E4],p3q2T [OD_E1],p3q2T [OD_E2],p3q2T [OD_E3],p3q2T [OD_E4],p3q2T [OD_E5],p4q1T [1],p4q1T [2],p4q1T [3],p4q1T [4],p4q1T [5],p4q1T [6],p4q1T [7],p4q1T [8],p4q1T_O,p4q1E [1],p4q1E [2],p4q1E [3],p4q1E [4],p4q1E [5],p4q1E [6],p4q1E [7],p4q1E_O,p4q2,p4q2_O,p5q1 [SQ002],p5q1 [SQ001],p5q1 [SQ004],p5q1 [SQ005],p5q1_N,p5q2 [1],p5q2 [2],p5q2 [3],p5q2 [4],p5q2 [5],p5q2 [6],p5q2 [7],p5q2 [8],p5q2 [9],p6q1 [1],p6q1 [2],p6q1 [3],p6q1 [4],p6q2E [1],p6q2E [2],p6q2E [3],p6q2E [4],p6q2T [1],p6q2T [2],p6q2T [3],p6q2T [4],p7q1E [1],p7q1E [2],p7q1E [3],p7q1E [4],p7q1E [5],p7q1T [1],p7q1T [2],p7q1T [3],p7q2,p8q1 [1],p8q1 [2],p8q1 [3],p8q1 [4],p8q1 [5],p8q1 [6],p8q2 [1],p8q2 [2],p8q2 [3],p8q2 [4],p8q2 [5],p8q2 [6],p8q2 [7],p8q3 [1],p8q3 [2],p8q3 [3],p8q3 [4]
M,Denmark,Senior,EX,> 500 ,,5,5,5,4,2,Y,Y,N,Y,N,N,N,N,N,N,N,4,4,5,5,,,,,NA,N,N,N,N,N,N,N,N,,N,N,Y,N,N,N,N,,collab,,Y,Y,N,N,,2,1,1,2,1,4,2,1,1,3,4,2,2,2,5,2,4,,,,,2,2,3,5,2,,,,,Monthly,Less than once a year,Weekly,Monthly,Weekly,Once every 3 months,4,0,4,4,0,4,3,2,4,5,4
M,Turkey,Junior,EX,> 500 ,,5,5,4,4,4,N,Y,N,N,N,N,N,N,N,N,N,4,4,4,2,,,,,NA,N,N,N,N,N,N,N,N,,N,N,N,N,Y,N,N,,community,,Y,Y,N,N,,3,4,3,1,4,4,3,4,2,3,5,3,2,3,4,3,4,,,,,5,5,4,4,5,,,,,Weekly,Less than once a year,Daily,Monthly,Weekly,Once every 3 months,5,0,3,5,0,5,3,4,4,5,4
M,Germany,Junior,EX,> 500 ,,4,4,5,4,5,Y,N,N,N,N,N,N,N,N,N,N,4,4,4,4,,,,,NA,N,N,N,N,N,N,N,N,,N,Y,N,N,N,N,N,,individual,,Y,Y,N,N,,4,4,4,4,4,4,4,4,4,4,5,1,1,1,5,1,3,,,,,4,3,4,4,3,,,,,Daily,Weekly,Weekly,Monthly,Weekly,Once every 3 months,5,4,3,5,3,5,3,4,5,5,5
F,France,Junior,EX,> 500 ,,5,5,5,3,3,Y,N,N,Y,N,N,N,N,N,N,N,5,4,4,2,,,,,NA,N,N,N,N,N,N,N,N,,N,Y,Y,Y,N,N,N,,collab,,Y,Y,N,N,,2,4,2,5,3,4,5,3,5,2,4,2,4,2,3,2,4,,,,,5,4,5,5,4,,,,,Daily,Once every 3 months,Daily,Weekly,Daily,Once a year,5,3,4,3,1,4,4,4,5,3,4
M,Germany,Senior,EX,> 500 ,,5,5,5,4,4,N,N,Y,Y,N,N,N,N,N,N,N,5,4,4,5,,,,,NA,N,N,N,N,N,N,N,N,,N,Y,Y,Y,N,N,N,,collab,,Y,Y,N,N,,3,5,3,5,5,5,5,3,5,5,5,4,1,2,4,3,4,,,,,4,4,4,4,4,,,,,Weekly,Daily,Daily,Once every 3 months,Daily,Less than once a year,3,3,4,3,0,4,0,5,4,4,4
M,United States of America,Senior,EX,> 500 ,,4,4,4,2,2,Y,N,N,N,N,N,N,N,N,N,N,2,2,4,2,,,,,NA,N,N,N,N,N,N,N,N,,N,N,N,Y,N,N,N,,collab,,Y,Y,N,N,,5,4,4,5,4,3,3,4,4,4,5,2,4,3,4,2,3,,,,,3,4,4,4,4,,,,Making the huge and complex HEP data sets _and_ code available would be too complicated.,Once every 3 months,Less than once a year,Once every 3 months,Monthly,Weekly,Less than once a year,4,0,4,3,0,4,0,4,5,5,4
M,Switzerland,Junior,EX,101 - 500 ,,5,5,3,3,2,N,N,N,N,Y,N,N,N,N,N,N,4,3,4,3,,,,,NA,N,N,N,N,N,N,N,N,,N,N,N,N,Y,N,N,,collab,,Y,N,N,N,,5,5,4,3,4,2,2,3,4,1,4,2,2,3,4,3,2,,,,,3,5,4,4,2,,,,,Weekly,Once every 3 months,Daily,Monthly,Weekly,Daily,5,4,3,3,5,5,4,4,5,4,3
M,Germany,Junior,EX,> 500 ,,5,4,4,5,3,Y,N,Y,N,N,N,N,N,N,N,N,4,4,5,5,,,,,NA,N,N,N,N,N,N,N,N,,N,N,N,Y,Y,N,N,,funder,,N,Y,N,N,,4,4,4,4,5,4,5,5,3,4,4,5,4,2,5,4,2,,,,,5,4,3,4,4,,,,,Daily,Monthly,Weekly,Twice a year,Weekly,Daily,5,3,2,3,0,4,4,2,5,5,3
F,Brazil,Senior,EX,> 500 ,,5,5,5,5,3,Y,N,N,Y,N,N,N,N,N,N,N,2,2,3,4,,,,,NA,N,N,N,N,N,N,N,N,,N,N,N,N,Y,N,N,,community,,Y,Y,N,N,,4,5,5,5,5,5,5,5,5,2,5,2,2,3,4,2,4,,,,,4,4,5,5,4,,,,,Monthly,Less than once a year,Weekly,Less than once a year,Weekly,Less than once a year,2,3,5,0,0,5,0,4,5,5,5
M,United States of America,Junior,EX,> 500 ,,5,5,5,5,5,Y,N,Y,N,N,N,N,N,N,N,N,5,5,5,5,,,,,NA,N,N,N,N,N,N,N,N,,N,N,N,Y,Y,N,N,,funder,,Y,Y,N,N,,1,5,5,5,5,1,1,1,1,5,5,1,1,3,2,4,4,,,,,4,4,2,3,3,,,,,Daily,Daily,Daily,Daily,Daily,Daily,5,5,1,3,2,3,3,3,5,5,2
M,Belgium,Senior,EX,> 500 ,,5,2,4,2,1,N,N,Y,Y,N,N,N,N,N,N,N,5,4,3,4,,,,,NA,N,N,N,N,N,N,N,N,,N,N,N,N,Y,N,N,,collab,,N,Y,N,N,,5,3,2,4,3,4,5,4,3,2,4,3,4,2,4,1,1,,,,,3,2,4,4,1,,,,,Once every 3 months,Less than once a year,Daily,Daily,Daily,Less than once a year,3,0,4,4,0,5,0,5,3,4,4
M,Russian Federation,Senior,EX,> 500 ,,5,4,5,5,4,Y,N,N,N,N,N,N,N,N,N,N,5,5,5,5,,,,,NA,N,N,N,N,N,N,N,N,,N,N,N,N,Y,N,N,,community,,Y,Y,N,N,,4,5,1,4,1,1,1,5,2,4,4,4,4,4,3,2,1,,,,,4,4,3,3,4,,,,,Weekly,Less than once a year,Monthly,Less than once a year,Weekly,Less than once a year,5,0,5,0,0,5,0,5,5,5,4
M,Italy,Junior,EX,> 500 ,,5,4,4,4,3,Y,N,N,N,Y,N,N,N,N,N,N,4,3,4,5,,,,,NA,N,N,N,N,N,N,N,N,,N,Y,N,N,N,N,N,,collab,,N,N,Y,N,,5,5,4,4,5,5,3,4,5,4,5,2,1,2,3,1,1,,,,,1,1,3,4,1,,,,,Monthly,Daily,Weekly,Weekly,Weekly,Less than once a year,2,4,5,5,4,5,0,5,5,5,4
M,Russian Federation,Junior,EX,101 - 500 ,,3,4,3,3,3,N,Y,Y,N,N,N,N,N,N,N,N,3,3,5,5,,,,,NA,N,N,N,N,N,N,N,N,,N,N,N,Y,N,N,N,,funder,,Y,Y,N,N,,4,5,4,1,4,4,4,5,5,1,5,1,2,3,5,1,3,,,,,4,4,2,5,4,,,,,Less than once a year,Less than once a year,Daily,Less than once a year,Once every 3 months,Less than once a year,0,0,2,0,0,4,0,5,4,5,5
F,Italy,Senior,EX,> 500 ,,5,4,5,3,3,Y,N,N,N,N,N,N,N,N,N,N,4,4,4,5,,,,,NA,N,N,N,N,N,N,N,N,,N,N,N,N,Y,N,N,,community,,N,Y,N,N,,4,4,5,5,5,4,4,5,5,2,5,4,1,2,4,2,4,,,,,4,3,4,5,3,,,,,Monthly,Monthly,Weekly,Daily,Daily,Less than once a year,4,4,5,5,0,5,0,4,5,5,5
M,France,Senior,EX,> 500 ,,5,5,5,4,4,N,N,N,N,Y,N,N,N,N,N,N,3,3,4,4,,,,,NA,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,Y,A given time after the publication,funder,,N,Y,N,N,,3,3,3,3,4,4,4,5,5,4,4,2,2,4,4,2,2,,,,,1,1,2,3,2,,,,,Less than once a year,Less than once a year,Daily,Weekly,Weekly,Daily,0,0,5,5,0,5,5,3,3,3,3
M,Belgium,Senior,EX,> 500 ,,5,5,4,4,4,Y,Y,Y,Y,N,N,N,N,N,N,N,4,4,4,2,,,,,NA,N,N,N,N,N,N,N,N,,N,N,N,Y,Y,N,N,,community,,Y,Y,N,N,,5,5,3,5,4,5,2,3,2,2,5,1,3,1,3,2,4,,,,,1,3,4,5,3,,,,,Daily,Daily,Daily,Weekly,Daily,Less than once a year,5,5,4,5,0,5,0,4,5,5,4
M,France,Senior,EX,101 - 500 ,,5,5,5,4,4,Y,N,N,N,N,N,N,N,N,N,N,5,5,4,3,,,,,NA,N,N,N,N,N,N,N,N,,N,Y,N,Y,N,N,N,,collab,,N,Y,N,N,,4,5,4,4,4,4,4,4,4,3,5,3,2,4,4,3,4,,,,,5,5,5,5,5,,,,,Once every 3 months,Less than once a year,Monthly,Monthly,Weekly,Less than once a year,5,0,4,5,4,5,0,5,5,5,5
F,Germany,Junior,EX,> 500 ,,2,2,2,2,3,Y,N,N,N,N,N,N,N,N,N,N,3,2,3,4,,,,,NA,N,N,N,N,N,N,N,N,,N,N,N,Y,N,N,N,,community,,Y,Y,N,N,,2,4,3,4,4,5,5,4,3,3,4,1,2,3,4,4,3,,,,,4,4,4,4,4,,,,,Daily,Daily,Daily,Weekly,Daily,Once every 3 months,5,5,4,3,0,4,4,5,5,5,4
F,Portugal,Junior,EX,> 500 ,,5,4,5,4,3,Y,N,N,N,N,N,N,N,N,N,N,4,5,5,3,,,,,NA,N,N,N,N,N,N,N,N,,N,Y,N,N,N,N,N,,community,,Y,N,N,N,,3,5,5,5,5,4,4,5,4,4,5,5,3,2,3,4,4,,,,,4,4,3,4,4,,,,,Daily,Daily,Monthly,Daily,Daily,Once every 3 months,5,5,3,5,0,5,3,4,4,3,5
M,France,Senior,EX,> 500 ,,5,5,3,5,4,Y,N,N,N,Y,N,N,N,N,N,N,2,1,3,2,,,,,NA,N,N,N,N,N,N,N,N,,N,N,N,N,Y,N,N,,collab,,N,N,Y,N,,4,5,5,4,5,4,1,5,4,3,5,3,2,1,5,4,1,,,,,1,1,4,4,1,,,,,Less than once a year,Less than once a year,Weekly,Monthly,Daily,Less than once a year,0,0,2,4,0,4,0,5,4,5,4
M,United States of America,Junior,EX,> 500 ,,5,4,5,4,4,Y,Y,N,N,N,N,N,N,N,N,N,4,4,3,5,,,,,NA,N,N,N,N,N,N,N,N,,N,Y,Y,Y,Y,N,N,,community,,Y,Y,N,N,,5,5,4,5,3,4,5,5,3,2,5,2,2,4,4,3,4,,,,,3,4,3,4,3,,,,,Daily,Monthly,Monthly,Weekly,Weekly,Monthly,5,2,2,3,3,4,4,4,4,5,4
M,Switzerland,Senior,EX,> 500 ,,4,4,4,5,5,Y,N,N,N,N,N,N,N,N,N,N,4,3,2,3,,,,,NA,N,N,N,N,N,N,N,N,,N,N,N,N,Y,N,N,,collab,,N,Y,N,N,,3,5,5,3,4,4,4,5,3,4,5,3,2,4,2,4,4,,,,,1,1,4,4,1,,,,,Less than once a year,Less than once a year,Weekly,Weekly,Daily,Less than once a year,0,0,5,4,0,5,0,5,5,5,4
M,Canada,Junior,EX,20 - 50 ,,4,4,5,2,3,Y,N,N,N,N,N,N,N,N,N,N,4,4,4,4,,,,,NA,N,N,N,N,N,N,N,N,,N,N,N,Y,N,N,N,,funder,,N,N,Y,N,,4,4,4,4,5,4,4,4,4,2,4,2,2,4,4,4,4,,,,,4,4,4,4,4,,,,,Monthly,Less than once a year,Weekly,Less than once a year,Weekly,Less than once a year,5,0,4,0,4,5,0,4,4,4,5
M,Belgium,Senior,EX,> 500 ,,5,5,5,5,5,Y,N,N,N,Y,N,N,N,N,N,N,4,5,3,2,,,,,NA,N,N,N,N,N,N,N,N,,N,Y,Y,N,N,N,N,,collab,,Y,Y,N,N,,4,5,3,2,3,5,5,4,5,4,5,1,1,4,3,2,4,,,,,4,4,4,5,1,,,,,Monthly,Less than once a year,Weekly,Daily,Daily,Less than once a year,5,0,4,5,0,4,0,5,4,5,5
F,Italy,Senior,EX,> 500 ,,5,5,3,4,3,Y,N,Y,Y,N,N,N,N,N,N,N,4,3,3,5,,,,,NA,N,N,N,N,N,N,N,N,,N,N,N,N,Y,N,N,,funder,,Y,Y,N,N,,5,3,3,3,4,5,4,3,5,2,4,3,2,4,3,2,3,,,,,1,1,1,1,1,,,,,Once every 3 months,Monthly,Weekly,Weekly,Daily,Once a year,4,3,3,5,0,4,0,4,5,5,4
M,the United Kingdom of Great Britain and Nrthern Ireland,Junior,EX,> 500 ,,5,5,4,4,3,Y,N,N,N,N,N,N,N,N,N,N,5,4,4,3,,,,,NA,N,N,N,N,N,N,N,N,,N,Y,N,N,N,N,N,,collab,,Y,N,N,N,,2,5,3,4,5,4,5,5,5,3,5,3,2,3,5,3,4,,,,,5,5,4,4,4,,,,,Monthly,Less than once a year,Monthly,Less than once a year,Weekly,Less than once a year,4,0,4,0,0,4,0,5,5,5,4
M,Slovakia,Senior,EX,> 500 ,,4,3,5,4,3,Y,N,N,Y,N,N,N,N,N,N,N,5,4,5,5,,,,,NA,N,N,N,N,N,N,N,N,,N,Y,N,N,Y,N,N,,funder,,N,Y,N,N,,5,5,3,4,5,3,4,5,4,3,4,2,3,2,4,2,5,,,,,1,3,4,4,2,,,,,Weekly,Daily,Daily,Twice a year,Daily,Less than once a year,2,1,3,0,0,4,0,5,3,4,5
M,New Zealand,Senior,EX,> 500 ,,4,4,4,3,4,N,N,N,Y,N,N,N,N,N,N,N,4,4,4,3,,,,,NA,N,N,N,N,N,N,N,N,,N,N,N,N,Y,N,N,,collab,,N,Y,N,N,,4,5,4,4,5,5,5,4,3,4,4,2,3,3,2,5,5,,,,,5,5,4,5,3,,,,,Weekly,Weekly,Once every 3 months,Weekly,Less than once a year,Less than once a year,4,4,3,4,3,0,0,5,5,5,5
M,France,Senior,EX,> 500 ,,5,5,5,3,3,Y,N,N,N,N,N,N,N,N,N,N,4,4,5,4,,,,,NA,N,N,N,N,N,N,N,N,,N,N,N,N,Y,N,N,,community,,Y,Y,N,N,,5,5,3,5,3,3,5,3,5,3,5,4,3,1,5,1,2,,,,,1,1,3,4,1,,,,,Weekly,Daily,Daily,Less than once a year,Daily,Less than once a year,2,2,2,0,0,2,0,5,3,3,5
M,France,Junior,EX,101 - 500 ,,5,5,5,3,3,N,N,N,N,Y,N,N,N,N,N,N,5,5,5,5,,,,,NA,N,N,N,N,N,N,N,N,,N,N,N,Y,N,N,N,,collab,,Y,Y,N,N,,2,4,2,3,4,5,5,5,4,3,5,3,4,4,3,4,4,,,,,5,4,3,5,3,,,,,Weekly,Less than once a year,Less than once a year,Weekly,Monthly,Less than once a year,5,0,0,4,5,4,0,4,4,4,4
M,France,Junior,EX,20 - 50 ,,5,5,3,5,3,N,Y,N,Y,N,N,N,N,N,N,N,5,5,5,5,,,,,NA,N,N,N,N,N,N,N,N,,N,N,Y,N,N,N,N,,community,,N,Y,N,N,,2,4,2,4,3,3,3,2,3,3,2,2,1,2,4,2,4,,,,,3,3,3,3,3,,,,,Once a year,Less than once a year,Twice a year,Once a year,Twice a year,Less than once a year,5,0,5,4,0,4,0,3,3,3,4
M,France,Senior,EX,> 500 ,,4,3,4,2,2,Y,N,N,N,N,N,N,N,N,N,N,2,2,1,4,,,,,NA,N,N,N,N,N,N,N,N,,N,N,N,N,N,Y,N,,community,,Y,Y,N,N,,5,5,3,5,3,5,5,5,3,4,4,1,5,4,4,4,4,,,,,4,4,4,4,3,,,,,Less than once a year,Less than once a year,Weekly,Weekly,Daily,Weekly,0,0,3,3,0,1,2,4,5,5,5
M,Spain,Senior,EX,> 500 ,,5,5,5,5,3,N,N,N,N,Y,N,N,N,N,N,N,4,4,3,4,,,,,NA,N,N,N,N,N,N,N,N,,N,N,N,N,Y,N,N,,community,,N,N,Y,N,,3,3,3,3,3,3,3,3,3,2,5,2,3,4,3,4,5,,,,,4,4,4,4,4,,,,,Less than once a year,Less than once a year,Twice a year,Monthly,Weekly,Less than once a year,0,3,4,5,0,5,0,5,4,5,4
M,Italy,Senior,EX,> 500 ,,5,5,5,5,5,Y,N,N,N,N,N,N,N,N,N,N,5,5,5,5,,,,,NA,N,N,N,N,N,N,N,N,,N,Y,N,N,N,N,N,,community,,N,Y,N,N,,3,4,1,1,3,4,3,1,1,3,5,4,4,4,4,4,4,,,,,4,4,4,4,3,,,,,Daily,Daily,Daily,Weekly,Daily,Weekly,4,4,5,4,0,5,4,4,4,3,4
M,Netherlands,Junior,EX,> 500 ,,5,4,5,4,3,Y,N,N,N,N,N,N,N,N,N,N,4,4,3,5,,,,,NA,N,N,N,N,N,N,N,N,,N,N,N,N,Y,N,Y,"After the EX has made the most of the collected data, i.e., some years after its collection",collab,,Y,Y,N,N,,1,4,4,5,4,3,4,4,3,1,5,4,3,2,5,2,4,,,,,1,4,4,5,3,,,,,Weekly,Weekly,Daily,Weekly,Weekly,Less than once a year,5,5,4,0,0,4,0,5,5,5,5
M,Russian Federation,Junior,EX,101 - 500 ,,5,5,5,3,3,Y,N,N,N,N,N,N,N,N,N,N,4,3,4,3,,,,,NA,N,N,N,N,N,N,N,N,,N,N,Y,Y,N,N,N,,individual,,Y,Y,N,N,,2,1,1,2,4,5,5,4,1,4,5,4,2,3,4,1,4,,,,,4,4,5,4,4,,,,,Monthly,Less than once a year,Monthly,Less than once a year,Weekly,Less than once a year,2,0,4,0,0,4,0,3,4,4,1
M,Italy,Senior,EX,20 - 50 ,,5,5,5,3,3,N,N,N,N,Y,N,N,N,N,N,N,5,5,5,2,,,,,NA,N,N,N,N,N,N,N,N,,N,N,N,Y,N,N,N,,collab,,N,Y,N,N,,5,5,4,4,3,4,4,3,3,4,5,4,3,1,5,1,2,,,,,4,4,4,4,4,,,,,Weekly,Less than once a year,Monthly,Monthly,Monthly,Less than once a year,2,0,5,5,0,5,0,4,4,4,4
F,Canada,Junior,EX,> 500 ,,5,5,5,4,3,Y,N,N,N,N,N,N,N,N,N,N,5,5,5,5,,,,,NA,N,N,N,N,N,N,N,N,,N,N,N,Y,N,N,N,,collab,,Y,Y,N,N,,1,4,1,5,4,4,4,4,3,2,5,1,1,2,4,2,2,,,,,4,4,4,4,4,,,,,Monthly,Less than once a year,Daily,Weekly,Weekly,Less than once a year,5,0,5,5,0,2,0,4,4,5,4
M,Netherlands,Senior,EX,> 500 ,,5,4,4,4,3,N,N,Y,N,N,N,N,N,N,N,N,4,4,4,4,,,,,NA,N,N,N,N,N,N,N,N,,N,N,N,Y,N,N,N,,collab,,Y,Y,N,N,,4,4,3,3,3,4,4,3,4,2,5,2,2,2,3,2,3,,,,,4,4,4,4,4,,,,Scripted workflow is part of the code.,Monthly,Monthly,Monthly,Weekly,Weekly,Weekly,3,3,1,2,0,2,4,4,5,4,3
M,United States of America,Senior,EX,> 500 ,,5,5,5,3,3,N,N,N,Y,N,N,N,N,N,N,N,4,3,4,3,,,,,NA,N,N,N,N,N,N,N,N,,N,Y,N,N,N,N,N,,collab,,N,Y,N,N,,4,4,4,4,5,5,4,5,4,3,5,2,4,1,3,1,2,,,,,1,1,3,4,2,,,,,Weekly,Monthly,Weekly,Daily,Weekly,Less than once a year,4,2,4,5,0,5,0,4,5,5,4
M,Germany,Senior,EX,> 500 ,,4,4,4,5,3,Y,N,N,N,N,N,N,N,N,N,N,2,1,3,5,,,,,NA,N,N,N,N,N,N,N,N,,N,N,N,N,Y,N,N,,collab,,N,Y,N,N,,4,3,5,5,4,4,3,5,1,4,5,1,1,1,1,1,1,,,,,5,5,4,3,3,,,,,Monthly,Monthly,Monthly,Monthly,Weekly,Once every 3 months,5,4,4,2,0,5,0,4,5,5,3
F,Spain,Senior,EX,> 500 ,,5,5,5,4,3,N,N,Y,Y,N,N,N,N,N,N,N,4,4,4,4,,,,,NA,N,N,N,N,N,N,N,N,,N,N,N,N,Y,N,N,,community,,N,Y,N,N,,4,4,4,3,3,4,4,5,4,4,5,2,4,2,4,3,3,,,,,3,3,4,4,3,,,,,Weekly,Weekly,Weekly,Daily,Daily,Once every 3 months,4,4,5,4,0,4,0,4,4,5,5
M,Japan,Senior,EX,> 500 ,,5,5,5,5,5,N,N,N,N,Y,N,N,N,N,N,N,5,5,5,5,,,,,NA,N,N,N,N,N,N,N,N,,N,N,N,Y,Y,N,N,,collab,,N,N,Y,N,,4,2,3,1,4,5,5,5,5,2,4,2,2,2,4,3,2,,,,,2,2,2,3,2,,,,,Once every 3 months,Less than once a year,Less than once a year,Less than once a year,Daily,Less than once a year,2,0,3,0,0,4,0,5,3,2,1
M,Austria,Junior,EX,> 500 ,,4,4,5,3,3,Y,N,N,N,N,N,N,N,N,N,N,5,5,3,5,,,,,NA,N,N,N,N,N,N,N,N,,N,N,N,Y,N,N,N,,collab,,Y,Y,N,N,,4,4,5,5,5,3,3,4,3,2,5,2,1,2,4,3,4,,,,,3,4,4,4,3,,,,,Daily,Monthly,Weekly,Monthly,Monthly,Weekly,5,5,3,4,0,4,5,3,4,4,4
M,China,Senior,EX,> 500 ,,5,5,5,3,5,Y,N,N,N,Y,N,N,N,N,N,N,3,2,1,2,,,,,NA,N,N,N,N,N,N,N,N,,N,N,N,N,N,Y,N,,collab,,N,N,Y,N,,5,5,3,5,5,3,3,5,5,2,5,1,2,1,3,1,4,,,,,3,3,3,5,2,,,,,Weekly,Once every 3 months,Daily,Daily,Daily,Daily,4,4,4,4,4,4,4,5,5,5,5
F,Canada,Junior,EX,20 - 50 ,,5,4,5,5,3,N,N,N,N,Y,N,N,N,N,N,N,4,5,4,2,,,,,NA,N,N,N,N,N,N,N,N,,N,N,N,Y,N,N,N,,community,,N,N,Y,N,,5,5,2,4,4,3,4,3,5,5,5,1,1,5,2,4,4,,,,,4,5,5,4,4,,,,,Less than once a year,Less than once a year,Once every 3 months,Less than once a year,Weekly,Weekly,0,0,3,4,0,5,5,5,5,5,5
M,Germany,Junior,EX,> 500 ,,5,5,5,5,5,Y,Y,Y,Y,N,N,N,N,N,N,N,5,5,5,5,,,,,NA,N,N,N,N,N,N,N,N,,N,Y,Y,Y,N,N,N,,community,,Y,Y,N,N,,4,5,3,5,5,5,4,4,5,2,5,2,1,3,4,3,5,,,,,5,4,4,4,4,,,,,Daily,Weekly,Weekly,Weekly,Daily,Less than once a year,5,5,4,5,0,4,2,5,5,5,4
F,United States of America,Senior,EX,> 500 ,,3,3,3,3,3,N,N,N,N,Y,N,N,N,N,N,N,1,1,1,1,,,,,NA,N,N,N,N,N,N,N,N,,N,N,N,N,N,Y,N,,collab,,N,N,N,Y,Collaborations share data and code internally. There is N benefit to sharing code or data externally.,5,5,5,5,5,5,1,5,5,3,5,1,1,1,5,1,1,,,,,1,1,1,1,1,,,,"External review of INTERNAL collaboration documentation (code, data, pages, slides, scripts) is a huge amount of effort for the peer reviewers.  The internal collaboration review process has a lengthy number of steps with expert review inside the collaboration.",Daily,Daily,Daily,Daily,Daily,Daily,5,4,1,4,0,5,5,4,5,5,4
M,Italy,Senior,EX,> 500 ,,5,5,4,4,5,N,N,Y,N,N,N,N,N,N,N,N,4,4,4,4,,,,,NA,N,N,N,N,N,N,N,N,,N,N,Y,N,N,N,N,,community,,Y,Y,N,N,,4,4,4,4,4,4,4,4,4,4,5,2,2,3,5,2,3,,,,,4,2,4,5,3,,,,,Less than once a year,Less than once a year,Once every 3 months,Daily,Daily,Monthly,0,0,4,4,0,5,2,3,3,4,2
M,United States of America,Junior,EX,> 500 ,,5,4,5,3,3,Y,N,N,Y,N,N,N,N,N,N,N,4,4,3,3,,,,,NA,N,N,N,N,N,N,N,N,,N,N,N,Y,Y,N,N,,collab,,Y,N,N,N,,4,4,4,5,5,4,5,4,4,5,5,3,1,2,5,1,2,,,,,5,4,1,4,3,,,,,Weekly,Weekly,Weekly,Weekly,Weekly,Less than once a year,5,4,1,0,0,4,0,5,5,5,5
M,Germany,Junior,EX,< 20 ,,5,5,5,5,3,Y,Y,N,N,N,N,N,N,N,N,N,4,3,4,5,,,,,NA,N,N,N,N,N,N,N,N,,N,N,N,Y,N,N,N,,collab,,N,Y,N,N,,2,5,3,4,5,3,3,5,3,2,5,2,2,5,3,4,4,,,,,5,5,5,5,5,,,,,Daily,Daily,Daily,Twice a year,Weekly,Once a year,5,5,4,5,0,5,4,5,5,5,3
M,Germany,Senior,EX,101 - 500 ,,4,4,4,5,3,Y,Y,Y,N,N,N,N,N,N,N,N,4,5,4,4,,,,,NA,N,N,N,N,N,N,N,N,,N,N,Y,N,N,N,N,,funder,,Y,Y,N,N,,4,5,5,5,4,4,5,5,5,4,5,1,2,3,3,4,4,,,,,3,3,4,3,3,,,,,Less than once a year,Less than once a year,Weekly,Daily,Weekly,Less than once a year,0,0,2,1,0,1,0,5,5,4,5
F,Germany,Senior,EX,101 - 500 ,,4,3,3,4,2,N,N,N,N,Y,N,N,N,N,N,N,2,4,3,4,,,,,NA,N,N,N,N,N,N,N,N,,N,N,N,Y,N,N,N,,collab,,N,N,N,Y,We usually need the results Nt the raw data and the code as one needs a lot of internal kNwledge to be able to repeat the full data extraction,3,5,3,3,5,5,3,5,3,4,4,2,2,2,4,1,2,,,,,2,3,2,4,3,,,,,Once every 3 months,Less than once a year,Weekly,Less than once a year,Weekly,Twice a year,3,0,4,0,0,4,0,5,4,3,3
M,United States of America,Junior,EX,> 500 ,,4,4,4,3,2,Y,N,N,N,Y,N,N,N,N,N,N,3,3,3,1,,,,,NA,N,N,N,N,N,N,N,N,,N,N,Y,N,N,N,N,,collab,,Y,Y,N,N,,4,3,4,5,5,4,5,4,4,3,3,4,3,2,5,2,2,,,,,3,3,4,4,3,,,,,Daily,Twice a year,Daily,Weekly,Daily,Weekly,4,4,4,4,0,4,4,3,4,5,4
M,Japan,Senior,EX,> 500 ,,4,3,5,3,2,Y,N,N,N,N,N,N,N,N,N,N,2,2,3,4,,,,,NA,N,N,N,N,N,N,N,N,,N,N,N,N,Y,N,N,,collab,,N,N,Y,N,,4,5,4,4,4,3,2,3,5,2,5,2,1,3,3,2,4,,,,,4,4,4,3,4,,,,,Once a year,Twice a year,Once every 3 months,Monthly,Weekly,Less than once a year,5,4,4,4,0,3,0,4,5,5,4
M,Netherlands,Senior,EX,> 500 ,,4,4,3,1,1,N,N,N,N,Y,N,N,N,N,N,N,2,4,3,4,,,,,NA,N,N,N,N,N,N,N,N,,N,N,Y,N,N,N,N,,community,,N,N,Y,N,,5,2,2,3,5,5,5,5,5,4,4,3,4,2,5,3,3,,,,,2,2,3,3,3,,,,,Less than once a year,Less than once a year,Less than once a year,Less than once a year,Once a year,Less than once a year,0,0,0,0,0,4,0,5,4,5,5
