"id","Completed","Last page seen","Start language","Token","Date last action","Date started","Referrer URL","D1","D2","D3","D4","D4_1","D4_2","p2q1 [OS1]","p2q1 [OS2]","p2q1 [OS3]","p2q2 [OA1]","p2q2 [OA2]","p3q1E [OD1]","p3q1E [OD2]","p3q1E [OD3]","p3q1E [OD4]","p3q1E [OD5]","p3q1T [OD1]","p3q1T [OD2]","p3q1T [OD3]","p3q1T [OD6]","p3q1T [OD4]","p3q1T [OD5]","p3q2E [OD_E1]","p3q2E [OD_E2]","p3q2E [OD_E3]","p3q2E [OD_E4]","p3q2T [OD_E1]","p3q2T [OD_E2]","p3q2T [OD_E3]","p3q2T [OD_E5]","p3q2T [OD_E4]","p4q1T [1]","p4q1T [2]","p4q1T [3]","p4q1T [4]","p4q1T [5]","p4q1T [6]","p4q1T [7]","p4q1T [8]","p4q1T_O","p4q1E [1]","p4q1E [2]","p4q1E [3]","p4q1E [4]","p4q1E [5]","p4q1E [6]","p4q1E [7]","p4q1E_O","p4q2","p4q2_O","p5q1 [SQ002]","p5q1 [SQ001]","p5q1 [SQ004]","p5q1 [SQ005]","p5q1_N","p5q2 [1]","p5q2 [2]","p5q2 [3]","p5q2 [4]","p5q2 [5]","p5q2 [6]","p5q2 [7]","p5q2 [8]","p5q2 [9]","p6q1 [1]","p6q1 [2]","p6q1 [3]","p6q1 [4]","p6q2E [1]","p6q2E [2]","p6q2E [3]","p6q2E [4]","p6q2T [1]","p6q2T [2]","p6q2T [3]","p6q2T [4]","p7q1E [1]","p7q1E [2]","p7q1E [3]","p7q1E [4]","p7q1E [5]","p7q1T [1]","p7q1T [2]","p7q1T [3]","p7q2","p8q1 [1]","p8q1 [2]","p8q1 [3]","p8q1 [4]","p8q1 [5]","p8q1 [6]","p8q2 [1]","p8q2 [2]","p8q2 [3]","p8q2 [4]","p8q2 [5]","p8q2 [6]","p8q2 [7]","p8q3 [1]","p8q3 [2]","p8q3 [3]","p8q3 [4]","interviewtime","groupTime564","D1Time","D2Time","D3Time","D4Time","D4_1Time","D4_2Time","groupTime565","p2q1Time","p2q2Time","groupTime612","p3q1ETime","p3q1TTime","p3q2ETime","p3q2TTime","groupTime566","p4q1TTime","p4q1T_OTime","p4q1ETime","p4q1E_OTime","p4q2Time","p4q2_OTime","groupTime570","p5q1Time","p5q1_NTime","p5q2Time","groupTime568","p6q1Time","p6q2ETime","p6q2TTime","groupTime611","p7q1ETime","p7q1TTime","p7q2Time","groupTime571","p8q1Time","p8q2Time","p8q3Time"
"418","2018-04-28 17:58:35","8","en","","2018-04-28 17:58:35","2018-04-28 17:45:32","","Male","Netherlands","more than 20 years","Experiment","> 500 members","","Somewhat agree","Somewhat agree","Neutral","Strongly disagree","Strongly disagree","No","No","No","No","Yes","No","No","No","No","No","No","Somewhat disagree","Somewhat agree","Neutral","Somewhat agree","","","","","","No","No","No","No","No","No","No","No","","No","No","Yes","No","No","No","No","","The HEP community as a whole should decide and set practices.","","No","No","Yes","No","","Affect a lot","Rarely affect","Rarely affect","Neutral","Affect a lot","Affect a lot","Affect a lot","Affect a lot","Affect a lot","Somewhat agree","Somewhat agree","Neutral","Somewhat agree","Somewhat disagree","Strongly agree","Neutral","Neutral","","","","","Somewhat unhelpful","Somewhat unhelpful","Neutral","Neutral","Neutral","","","","","Less than once a year","Less than once a year","Less than once a year","Less than once a year","Once a year","Less than once a year","No experience","No experience","No experience","No experience","No experience","Moderately satisfied","No experience","Affect a lot","Somewhat affect","Affect a lot","Affect a lot","784.8900000000001","38.17","0","0","0","0","0","0","106.37","0","0","217.81","0","0","0","0","60.5","0","0","0","0","0","0","111.97","0","0","0","92.34","0","0","0","39.09","0","0","0","118.64","0","0","0"
"419","2018-04-29 19:15:25","8","en","","2018-04-29 19:15:25","2018-04-29 19:08:36","","Male","Canada","more than 20 years","Experiment","101 - 500 members","","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Somewhat agree","Yes","No","No","No","No","No","No","No","No","No","No","Somewhat agree","Neutral","Neutral","Neutral","","","","","","No","No","No","No","No","No","No","No","","No","No","No","No","Yes","No","No","","The HEP community as a whole should decide and set practices.","","No","No","Yes","No","","Affect a lot","Neutral","Neutral","Affect a lot","Affect a lot","Affect a lot","Neutral","Affect a lot","Affect a lot","Somewhat disagree","Strongly agree","Strongly disagree","Strongly disagree","Strongly agree","Neutral","Somewhat agree","Somewhat agree","","","","","Very helpful","Very helpful","Very helpful","Very helpful","Somewhat helpful","","","","","Weekly","Less than once a year","Weekly","Once every 3 months","Once every 3 months","Monthly","Moderately satisfied","No experience","Moderately satisfied","Moderately satisfied","No experience","Moderately satisfied","No experience","Affect a lot","Affect a lot","Affect a lot","Somewhat affect","413.65","29.46","0","0","0","0","0","0","46.43","0","0","46.86","0","0","0","0","37.43","0","0","0","0","0","0","57.79","0","0","0","62.55","0","0","0","30.55","0","0","0","102.58","0","0","0"
"420","2018-04-29 22:56:14","8","en","","2018-04-29 22:56:14","2018-04-29 22:28:34","","Male","United States of America","11 - 15 years","Experiment","> 500 members","","Somewhat agree","Strongly agree","Neutral","Strongly agree","Somewhat agree","Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","Neutral","Neutral","Somewhat agree","Somewhat agree","","","","","","No","No","No","No","No","No","No","No","","No","Yes","Yes","Yes","Yes","No","No","","Each collaboration or team should decide for their work.","","Yes","Yes","No","No","","Affect a lot","Neutral","Somewhat affect","Affect a lot","Somewhat affect","Somewhat affect","Affect a lot","Affect a lot","Neutral","Neutral","Somewhat agree","Somewhat disagree","Somewhat disagree","Somewhat disagree","Somewhat agree","Somewhat disagree","Somewhat agree","","","","","Neutral","Somewhat unhelpful","Somewhat helpful","Somewhat helpful","Somewhat unhelpful","","","","","Daily","Weekly","Weekly","Daily","Daily","Weekly","Moderately satisfied","Neither satisfied nor dissatisfied","Moderately dissatisfied","Moderately satisfied","Moderately dissatisfied","Moderately satisfied","Very satisfied","Somewhat affect","Somewhat affect","Affect a lot","Neutral","1661.35","27.53","0","0","0","0","0","0","1310.66","0","0","46.89","0","0","0","0","30.06","0","0","0","0","0","0","36.86","0","0","0","43.58","0","0","0","23.31","0","0","0","142.46","0","0","0"
"422","2018-04-30 09:23:32","8","en","","2018-04-30 09:23:32","2018-04-30 08:50:35","","Male","Germany","less than 5 years","Experiment","> 500 members","","Strongly agree","Somewhat agree","Strongly agree","Neutral","Neutral","Yes","No","No","No","No","No","No","No","No","No","No","Strongly agree","Strongly agree","Neutral","Strongly agree","","","","","","No","No","No","No","No","No","No","No","","No","No","No","Yes","No","No","No","","Each collaboration or team should decide for their work.","","Yes","Yes","No","No","","Neutral","Somewhat affect","Neutral","Neutral","Somewhat affect","Somewhat affect","Somewhat affect","Rarely affect","Somewhat affect","Somewhat disagree","Strongly agree","Neutral","Somewhat agree","Somewhat agree","Neutral","Neutral","Somewhat disagree","","","","","Neutral","Neutral","Very helpful","Very helpful","Neutral","","","","","Weekly","Once every 3 months","Daily","Once every 3 months","Daily","Less than once a year","Neither satisfied nor dissatisfied","Neither satisfied nor dissatisfied","Moderately satisfied","No experience","No experience","Moderately satisfied","No experience","Somewhat affect","Somewhat affect","Somewhat affect","Somewhat affect","1940.98","26.42","0","0","0","0","0","0","98.3","0","0","126.48","0","0","0","0","72.95","0","0","0","0","0","0","116.96","0","0","0","1334.64","0","0","0","59.78","0","0","0","105.45","0","0","0"
"423","2018-04-30 09:51:37","8","en","","2018-04-30 09:51:37","2018-04-30 09:31:44","https://survey.shef.ac.uk/limesurvey/index.php?sid=77428&lang=en","Male","Russian Federation","11 - 15 years","Theory","","","Strongly agree","Strongly agree","Strongly agree","Strongly disagree","Strongly agree","No","No","No","No","No","Yes","No","No","No","No","No","","","","","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","No","No","No","No","Yes","No","No","No","","No","No","No","No","No","No","No","","The funding bodies or institutions should decide and develop policies for researchers to follow.","","No","Yes","No","No","","Affect a lot","Affect a lot","Affect a lot","Affect a lot","Affect a lot","Affect a lot","Affect a lot","Affect a lot","Affect a lot","Somewhat agree","Strongly agree","Somewhat disagree","Strongly disagree","","","","","Neutral","Strongly agree","Strongly agree","Strongly agree","","","","","","Very helpful","Very helpful","Somewhat helpful","","Weekly","Weekly","Weekly","Weekly","Weekly","Weekly","Very dissatisfied","Very dissatisfied","Very dissatisfied","Very dissatisfied","Very dissatisfied","Very dissatisfied","Very dissatisfied","Not at all affect","Not at all affect","Affect a lot","Affect a lot","1194.23","84.27","0","0","0","0","0","0","138.69","0","0","81.73","0","0","0","0","82.92","0","0","0","0","0","0","162.35","0","0","0","313.67","0","0","0","87.34","0","0","0","243.26","0","0","0"
"424","2018-04-30 14:11:27","8","en","","2018-04-30 14:11:27","2018-04-30 14:03:42","","Male","Italy","more than 20 years","Experiment","> 500 members","","Strongly agree","Strongly agree","Strongly agree","Strongly disagree","Strongly disagree","Yes","No","No","No","No","No","No","No","No","No","No","Somewhat agree","Somewhat agree","Somewhat disagree","Strongly agree","","","","","","No","No","No","No","No","No","No","No","","No","No","No","No","Yes","No","No","","Each collaboration or team should decide for their work.","","No","Yes","No","No","","Somewhat affect","Affect a lot","Affect a lot","Somewhat affect","Neutral","Somewhat affect","Somewhat affect","Affect a lot","Somewhat affect","Somewhat agree","Strongly agree","Somewhat disagree","Strongly disagree","Somewhat disagree","Somewhat agree","Somewhat agree","Somewhat agree","","","","","Neutral","Neutral","Somewhat helpful","Somewhat helpful","Somewhat helpful","","","","The real issue is the complexity and size of the underlying code and data","Once every 3 months","Monthly","Daily","Weekly","Daily","Less than once a year","Very satisfied","Very satisfied","Very satisfied","Very satisfied","No experience","Very satisfied","No experience","Somewhat affect","Affect a lot","Affect a lot","Affect a lot","466.84","25.07","0","0","0","0","0","0","72.82","0","0","59.56","0","0","0","0","39.62","0","0","0","0","0","0","55.95","0","0","0","90.04","0","0","0","48.83","0","0","0","74.95","0","0","0"
"425","2018-04-30 15:09:12","8","en","","2018-04-30 15:09:12","2018-04-30 14:50:20","","Male","France","11 - 15 years","Theory","","","Strongly agree","Somewhat disagree","Somewhat agree","Somewhat disagree","Strongly disagree","No","No","No","No","No","Yes","Yes","No","Yes","No","No","","","","","Somewhat disagree","Somewhat agree","Somewhat agree","Strongly agree","Somewhat agree","No","No","No","No","No","Yes","No","No","","No","No","No","No","No","No","No","","Each individual researcher should decide for their work autonomously.","","Yes","Yes","No","No","","Somewhat affect","Not at all affect","Affect a lot","Rarely affect","Rarely affect","Somewhat affect","Affect a lot","Affect a lot","Not at all affect","Somewhat agree","Strongly agree","Somewhat agree","Strongly agree","","","","","Somewhat agree","Strongly agree","Somewhat disagree","Strongly disagree","","","","","","Somewhat helpful","Neutral","Somewhat helpful","The main problem with open data, is that other researchers will use your code to reproduce your results only on rare occasions, most of the time they will use it for their own benefits, to quickly publishing papers. You do the hard work, they get the credit ...","Once a year","Less than once a year","Once every 3 months","Weekly","Weekly","Less than once a year","Moderately satisfied","No experience","Very satisfied","Very satisfied","No experience","Very satisfied","No experience","Neutral","Neutral","Somewhat affect","Affect a lot","1133.7","55.28","0","0","0","0","0","0","138.28","0","0","125.45","0","0","0","0","49.49","0","0","0","0","0","0","125.22","0","0","0","129.77","0","0","0","379.28","0","0","0","130.93","0","0","0"
"426","2018-04-30 22:51:09","8","en","","2018-04-30 22:51:09","2018-04-30 22:42:26","","Female","United States of America","5 - 10 years","Experiment","> 500 members","","Somewhat agree","Neutral","Strongly agree","Somewhat agree","Neutral","Yes","No","No","Yes","No","No","No","No","No","No","No","Strongly agree","Somewhat agree","Neutral","Strongly agree","","","","","","No","No","No","No","No","No","No","No","","No","No","No","Yes","No","No","No","","Each collaboration or team should decide for their work.","","Yes","Yes","No","No","","Affect a lot","Somewhat affect","Not at all affect","Somewhat affect","Somewhat affect","Affect a lot","Affect a lot","Affect a lot","Neutral","Somewhat disagree","Somewhat agree","Neutral","Somewhat disagree","Strongly disagree","Somewhat agree","Neutral","Neutral","","","","","Somewhat helpful","Neutral","Somewhat helpful","Neutral","Neutral","","","","","Daily","Less than once a year","Weekly","Weekly","Daily","Less than once a year","Very satisfied","No experience","Moderately satisfied","Very satisfied","No experience","Very satisfied","No experience","Somewhat affect","Somewhat affect","Affect a lot","Affect a lot","526.32","36.66","0","0","0","0","0","0","70.29","0","0","92.86","0","0","0","0","63.54","0","0","0","0","0","0","50.85","0","0","0","87.15","0","0","0","46.76","0","0","0","78.21","0","0","0"
"428","2018-05-01 02:14:19","8","en","","2018-05-01 02:14:19","2018-05-01 01:58:44","","Male","United States of America","more than 20 years","Experiment","> 500 members","","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Somewhat agree","No","No","Yes","No","No","No","No","No","No","No","No","Somewhat disagree","Somewhat disagree","Neutral","Strongly agree","","","","","","No","No","No","No","No","No","No","No","","No","No","No","No","No","Yes","No","","Each collaboration or team should decide for their work.","","No","Yes","No","No","","Affect a lot","Somewhat affect","Affect a lot","Somewhat affect","Somewhat affect","Affect a lot","Affect a lot","Affect a lot","Affect a lot","Somewhat agree","Strongly agree","Neutral","Somewhat disagree","Neutral","Neutral","Neutral","Somewhat agree","","","","","Very unhelpful","Somewhat unhelpful","Neutral","Somewhat helpful","Somewhat unhelpful","","","","I assume ""data"" means analysis files, not raw data.  Also, what we call ""data"" most vary greatly between experiments.","Less than once a year","Less than once a year","Weekly","Once a year","Less than once a year","Less than once a year","No experience","No experience","Moderately satisfied","Neither satisfied nor dissatisfied","No experience","No experience","No experience","Affect a lot","Affect a lot","Affect a lot","Somewhat affect","936.0799999999999","49","0","0","0","0","0","0","50.21","0","0","94.82","0","0","0","0","116.52","0","0","0","0","0","0","111.35","0","0","0","149.11","0","0","0","204.06","0","0","0","161.01","0","0","0"
"429","2018-05-01 05:06:15","8","en","","2018-05-01 05:06:15","2018-05-01 04:58:09","","Male","Italy","less than 5 years","Experiment","101 - 500 members","","Strongly agree","Strongly agree","Somewhat agree","Somewhat agree","Neutral","No","No","No","No","Yes","No","No","No","No","No","No","Somewhat disagree","Somewhat disagree","Neutral","Somewhat agree","","","","","","No","No","No","No","No","No","No","No","","No","No","No","No","Yes","No","No","","Each collaboration or team should decide for their work.","","No","Yes","No","No","","Not at all affect","Neutral","Somewhat affect","Affect a lot","Somewhat affect","Affect a lot","Neutral","Affect a lot","Not at all affect","Strongly agree","Strongly agree","Somewhat disagree","Strongly disagree","Strongly disagree","Strongly agree","Strongly disagree","Somewhat agree","","","","","Somewhat unhelpful","Very unhelpful","Somewhat helpful","Very helpful","Very unhelpful","","","","","Once every 3 months","Less than once a year","Twice a year","Weekly","Monthly","Less than once a year","Neither satisfied nor dissatisfied","No experience","Neither satisfied nor dissatisfied","Moderately satisfied","No experience","Very satisfied","No experience","Somewhat affect","Somewhat affect","Affect a lot","Not at all affect","486.22999999999996","24.17","0","0","0","0","0","0","87.13","0","0","52.47","0","0","0","0","48.8","0","0","0","0","0","0","65.14","0","0","0","83.21","0","0","0","28.98","0","0","0","96.33","0","0","0"
"430","2018-05-01 08:50:58","8","en","","2018-05-01 08:50:58","2018-05-01 08:43:44","","Female","Sweden","less than 5 years","Experiment","> 500 members","","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat disagree","Yes","Yes","Yes","No","No","No","No","No","No","No","No","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","","","","","","No","No","No","No","No","No","No","No","","No","Yes","Yes","Yes","Yes","No","No","","Each collaboration or team should decide for their work.","","Yes","Yes","No","No","","Somewhat affect","Rarely affect","Rarely affect","Affect a lot","Somewhat affect","Somewhat affect","Somewhat affect","Rarely affect","Somewhat affect","Somewhat disagree","Strongly agree","Strongly disagree","Somewhat disagree","Somewhat disagree","Somewhat agree","Somewhat disagree","Somewhat disagree","","","","","Somewhat unhelpful","Somewhat unhelpful","Somewhat helpful","Somewhat helpful","Somewhat unhelpful","","","","","Daily","Weekly","Weekly","Weekly","Weekly","Twice a year","Very satisfied","Moderately satisfied","Moderately satisfied","Moderately satisfied","Neither satisfied nor dissatisfied","Neither satisfied nor dissatisfied","Neither satisfied nor dissatisfied","Somewhat affect","Somewhat affect","Somewhat affect","Somewhat affect","435.79999999999995","30.22","0","0","0","0","0","0","100.06","0","0","35.79","0","0","0","0","41.19","0","0","0","0","0","0","34.54","0","0","0","51.54","0","0","0","39.08","0","0","0","103.38","0","0","0"
