id,Gender,Country,Seniority,Field,OS_BeneDiscipline,OS_BeneIndividual,OS_BenePublic,OA_ChSeeking,OA_ChSub,OD_aware,OD_seeking,OD_using,OD_sharing,OD_none,OD_publish,OD_anyone,OD_helpful,OD_dontaffect,Who_decide,Sharing_asked,Sharing_shared,Sharing_never,Sharing_not_interested,Sharing_addedwork,Sharing_rights,Sharing_competition,Sharing_quality,Sharing_essential,Sharing_selfeval,Sharing_request,Sharing_responsiblyused,Sharing_required,Doc_askpeople,Doc_reproduc,Doc_unproductive,Doc_unuseful,Rev_coderev,Rev_qualitynotaffect,Rev_doc,Rev_docreadywhenpublish,Tool_codemanage,Tool_issuetracker,Tool_docmanage,Tool_coediting,Tool_eventmanage,Tool_notebook,Happy_codemanage,Happy_issuetracker,Happy_docmanage,Happy_coediting,Happy_refmanage,Happy_eventmanage,Happy_notebook,Tool_endorsement,Tool_efficient,Tool_easy,Tool_peers
298,Female,France,Senior,Experiment,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Neutral,Yes,No,No,No,No,Somewhat agree,Somewhat agree,Neutral,Strongly agree,Collab,Yes,Yes,No,No,Affect a lot,Affect a lot,Somewhat affect,Somewhat affect,Neutral,Affect a lot,Somewhat affect,Neutral,Neutral,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Monthly,Weekly,Daily,Monthly,Daily,Less than once a year,Very satisfied,Moderately satisfied,Very satisfied,Moderately satisfied,No experience,Very satisfied,No experience,Affect a lot,Affect a lot,Affect a lot,Neutral
299,Male,United States of America,Junior,Experiment,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Neutral,Yes,No,No,No,No,Strongly agree,Somewhat agree,Neutral,Strongly agree,Collab,Yes,Yes,No,No,Somewhat affect,Affect a lot,Somewhat affect,Affect a lot,Affect a lot,Affect a lot,Somewhat affect,Affect a lot,Not at all affect,Neutral,Strongly agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Weekly,Less than once a year,Daily,Daily,Daily,Less than once a year,Moderately satisfied,No experience,Neither satisfied nor dissatisfied,Moderately satisfied,No experience,Very satisfied,No experience,Affect a lot,Affect a lot,Affect a lot,Somewhat affect
301,Male,Russian Federation,Senior,Experiment,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Yes,No,No,No,No,Strongly agree,Neutral,Somewhat agree,Strongly agree,Community,Yes,Yes,No,No,Somewhat affect,Affect a lot,Neutral,Neutral,Affect a lot,Somewhat affect,Somewhat affect,Neutral,Neutral,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat disagree,Neutral,Somewhat agree,Somewhat agree,Strongly agree,Daily,Twice a year,Weekly,Twice a year,Twice a year,Less than once a year,Very satisfied,No experience,Moderately satisfied,No experience,No experience,Neither satisfied nor dissatisfied,No experience,Somewhat affect,Somewhat affect,Somewhat affect,Somewhat affect
303,Male,United States of America,Junior,Experiment,Somewhat agree,Neutral,Strongly agree,Neutral,Somewhat agree,Yes,No,No,Yes,No,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Community,Yes,Yes,No,No,Affect a lot,Affect a lot,Neutral,Affect a lot,Affect a lot,Somewhat affect,Somewhat affect,Affect a lot,Affect a lot,Neutral,Neutral,Neutral,Somewhat agree,Neutral,Somewhat disagree,Neutral,Neutral,Daily,Weekly,Daily,Monthly,Daily,Daily,Neither satisfied nor dissatisfied,Moderately dissatisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,No experience,Neither satisfied nor dissatisfied,Moderately satisfied,Somewhat affect,Affect a lot,Affect a lot,Affect a lot
304,Male,Canada,Junior,Experiment,Strongly agree,Strongly agree,Strongly agree,Neutral,Neutral,Yes,No,No,No,No,Strongly agree,Strongly agree,Neutral,Strongly agree,Community,Yes,No,No,No,Somewhat affect,Neutral,Affect a lot,Affect a lot,Affect a lot,Neutral,Rarely affect,Affect a lot,Neutral,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Strongly agree,Neutral,Somewhat agree,Daily,Less than once a year,Daily,Daily,Daily,Monthly,Moderately satisfied,No experience,Moderately satisfied,Neither satisfied nor dissatisfied,Moderately satisfied,Moderately satisfied,Moderately satisfied,Affect a lot,Affect a lot,Affect a lot,Affect a lot
305,Male,United States of America,Junior,Experiment,Strongly agree,Strongly agree,Strongly agree,Neutral,Neutral,Yes,No,No,No,No,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Individual,Yes,Yes,No,No,Neutral,Neutral,Neutral,Rarely affect,Not at all affect,Rarely affect,Not at all affect,Not at all affect,Not at all affect,Somewhat agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Somewhat disagree,Strongly agree,Weekly,Less than once a year,Weekly,Monthly,Daily,Once every 3 months,Moderately satisfied,No experience,Moderately satisfied,No experience,No experience,Moderately satisfied,No experience,Neutral,Neutral,Affect a lot,Affect a lot
307,Male,United States of America,Senior,Experiment,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Yes,No,No,No,No,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Community,No,No,Yes,No,Somewhat affect,Affect a lot,Affect a lot,Affect a lot,Affect a lot,Affect a lot,Affect a lot,Affect a lot,Affect a lot,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Strongly disagree,Strongly agree,Strongly agree,Monthly,Weekly,Daily,Monthly,Daily,Less than once a year,Moderately satisfied,Moderately satisfied,Very satisfied,Very satisfied,No experience,Very satisfied,No experience,Affect a lot,Affect a lot,Affect a lot,Affect a lot
309,Male,Canada,Senior,Experiment,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,No,No,No,Yes,No,Somewhat agree,Somewhat agree,Neutral,Strongly agree,Community,No,Yes,No,No,Neutral,Neutral,Neutral,Rarely affect,Neutral,Neutral,Neutral,Somewhat affect,Neutral,Somewhat agree,Strongly agree,Strongly disagree,Somewhat disagree,Neutral,Neutral,Neutral,Somewhat agree,Once a year,Weekly,Daily,Monthly,Daily,Less than once a year,Neither satisfied nor dissatisfied,Moderately dissatisfied,Moderately dissatisfied,Neither satisfied nor dissatisfied,No experience,Moderately satisfied,No experience,Somewhat affect,Affect a lot,Affect a lot,Somewhat affect
311,Male,United States of America,Junior,Experiment,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat disagree,No,No,No,No,Yes,Strongly agree,Strongly agree,Somewhat agree,Neutral,Collab,No,No,Yes,No,Affect a lot,Neutral,Rarely affect,Somewhat affect,Affect a lot,Neutral,Somewhat affect,Neutral,Somewhat affect,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Somewhat disagree,Somewhat disagree,Neutral,Somewhat agree,Twice a year,Less than once a year,Once every 3 months,Less than once a year,Weekly,Less than once a year,Moderately dissatisfied,No experience,Moderately satisfied,No experience,No experience,Very satisfied,No experience,Somewhat affect,Somewhat affect,Affect a lot,Affect a lot
313,Male,United States of America,Senior,Experiment,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Somewhat disagree,Yes,No,No,No,No,Somewhat disagree,Somewhat disagree,Neutral,Strongly agree,Collab,No,No,Yes,No,Somewhat affect,Affect a lot,Affect a lot,Affect a lot,Affect a lot,Affect a lot,Neutral,Affect a lot,Neutral,Strongly disagree,Strongly agree,Somewhat disagree,Strongly disagree,Strongly disagree,Somewhat agree,Strongly disagree,Strongly disagree,Weekly,Weekly,Daily,Monthly,Daily,Monthly,Moderately satisfied,Moderately satisfied,Moderately satisfied,Moderately satisfied,No experience,Very satisfied,Moderately satisfied,Affect a lot,Affect a lot,Affect a lot,Affect a lot
315,Male,Czech Republic,Junior,Experiment,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Yes,No,No,No,No,Strongly agree,Strongly agree,Somewhat agree,Neutral,Collab,Yes,Yes,No,No,Affect a lot,Affect a lot,Somewhat affect,Somewhat affect,Neutral,Somewhat affect,Somewhat affect,Neutral,Somewhat affect,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Monthly,Less than once a year,Weekly,Monthly,Monthly,Less than once a year,Very satisfied,No experience,Very satisfied,Very satisfied,No experience,Moderately satisfied,No experience,Affect a lot,Somewhat affect,Affect a lot,Affect a lot
316,Female,United States of America,Junior,Experiment,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly agree,Strongly agree,Yes,No,No,No,No,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Funders,Yes,No,No,No,Somewhat affect,Affect a lot,Neutral,Affect a lot,Neutral,Somewhat affect,Affect a lot,Affect a lot,Rarely affect,Somewhat agree,Strongly agree,Neutral,Somewhat disagree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Weekly,Less than once a year,Weekly,Daily,Daily,Less than once a year,Very satisfied,No experience,Moderately satisfied,Very satisfied,No experience,Very satisfied,No experience,Somewhat affect,Affect a lot,Affect a lot,Affect a lot
318,Male,Canada,Junior,Experiment,Somewhat agree,Somewhat agree,Neutral,Neutral,Neutral,No,Yes,No,No,No,Neutral,Neutral,Neutral,Somewhat disagree,Collab,Yes,Yes,No,No,Affect a lot,Somewhat affect,Somewhat affect,Somewhat affect,Somewhat affect,Somewhat affect,Somewhat affect,Affect a lot,Somewhat affect,Neutral,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat disagree,Neutral,Weekly,Weekly,Daily,Weekly,Weekly,Less than once a year,Moderately satisfied,Moderately satisfied,Moderately satisfied,Neither satisfied nor dissatisfied,No experience,Moderately satisfied,No experience,Somewhat affect,Affect a lot,Somewhat affect,Somewhat affect
320,Male,the United Kingdom of Great Britain and Northern Ireland,Senior,Experiment,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Yes,No,No,Yes,No,Strongly agree,Strongly agree,Somewhat disagree,Somewhat agree,Collab,Yes,Yes,No,No,Affect a lot,Affect a lot,Rarely affect,Somewhat affect,Rarely affect,Affect a lot,Affect a lot,Neutral,Rarely affect,Strongly disagree,Strongly agree,Strongly disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Neutral,Strongly agree,Daily,Daily,Daily,Monthly,Daily,Once a year,Moderately satisfied,Moderately satisfied,Moderately satisfied,Neither satisfied nor dissatisfied,No experience,Moderately satisfied,Neither satisfied nor dissatisfied,Affect a lot,Somewhat affect,Somewhat affect,Somewhat affect
321,Male,United States of America,Junior,Experiment,Neutral,Neutral,Strongly agree,Somewhat agree,Somewhat agree,Yes,No,No,No,No,Somewhat disagree,Somewhat disagree,Neutral,Somewhat agree,Collab,Yes,No,No,No,Somewhat affect,Affect a lot,Somewhat affect,Somewhat affect,Somewhat affect,Somewhat affect,Somewhat affect,Somewhat affect,Affect a lot,Somewhat disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Daily,Less than once a year,Daily,Less than once a year,Daily,Weekly,Moderately satisfied,No experience,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Moderately satisfied,Very satisfied,Somewhat affect,Somewhat affect,Somewhat affect,Rarely affect
322,Male,Brazil,Senior,Experiment,Somewhat agree,Neutral,Somewhat agree,Somewhat agree,Neutral,Yes,No,No,No,No,Somewhat agree,Neutral,Strongly agree,Somewhat agree,Funders,No,No,Yes,No,Somewhat affect,Somewhat affect,Neutral,Neutral,Somewhat affect,Neutral,Rarely affect,Affect a lot,Neutral,Somewhat agree,Somewhat agree,Strongly disagree,Strongly disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Once a year,Less than once a year,Daily,Weekly,Weekly,Less than once a year,No experience,No experience,Very satisfied,No experience,No experience,Very satisfied,No experience,Somewhat affect,Affect a lot,Affect a lot,Affect a lot
323,Male,United States of America,Senior,Experiment,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Yes,No,No,No,No,Somewhat agree,Somewhat agree,Neutral,Strongly agree,Funders,Yes,Yes,No,No,Affect a lot,Affect a lot,Somewhat affect,Affect a lot,Somewhat affect,Somewhat affect,Neutral,Affect a lot,Somewhat affect,Somewhat disagree,Strongly agree,Strongly disagree,Strongly disagree,Somewhat disagree,Strongly agree,Neutral,Strongly agree,Monthly,Less than once a year,Monthly,Monthly,Weekly,Less than once a year,Moderately satisfied,No experience,Very satisfied,Moderately satisfied,No experience,Moderately satisfied,No experience,Affect a lot,Somewhat affect,Affect a lot,Somewhat affect
324,Male,Greece,Junior,Experiment,Strongly agree,Strongly agree,Strongly agree,Neutral,Neutral,No,No,No,No,Yes,Strongly agree,Somewhat agree,Strongly agree,Strongly disagree,Collab,Yes,Yes,No,No,Somewhat affect,Somewhat affect,Not at all affect,Neutral,Neutral,Neutral,Affect a lot,Affect a lot,Affect a lot,Strongly agree,Strongly agree,Strongly disagree,Neutral,Somewhat agree,Somewhat disagree,Neutral,Somewhat agree,Twice a year,Monthly,Weekly,Weekly,Weekly,Less than once a year,Neither satisfied nor dissatisfied,Very satisfied,Moderately satisfied,Very satisfied,No experience,Very satisfied,No experience,Affect a lot,Somewhat affect,Affect a lot,Affect a lot
326,Female,Republic of Korea,Senior,Experiment,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,No,Yes,No,No,No,Strongly agree,Somewhat agree,Somewhat agree,Neutral,Collab,No,Yes,No,No,Somewhat affect,Somewhat affect,Somewhat affect,Somewhat affect,Somewhat affect,Somewhat affect,Somewhat affect,Somewhat affect,Somewhat affect,Somewhat agree,Strongly agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Weekly,Weekly,Weekly,Weekly,Weekly,Weekly,Moderately satisfied,Moderately satisfied,Moderately satisfied,Moderately satisfied,Moderately satisfied,Moderately satisfied,Moderately satisfied,Somewhat affect,Somewhat affect,Somewhat affect,Somewhat affect
329,Male,United States of America,Senior,Experiment,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Yes,No,No,No,No,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Funders,Yes,No,No,No,Somewhat affect,Somewhat affect,Affect a lot,Affect a lot,Affect a lot,Somewhat affect,Neutral,Affect a lot,Somewhat affect,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Strongly agree,Weekly,Twice a year,Monthly,Daily,Daily,Less than once a year,Moderately satisfied,No experience,Moderately satisfied,Very satisfied,No experience,Very satisfied,No experience,Somewhat affect,Somewhat affect,Affect a lot,Somewhat affect
330,Male,United States of America,Senior,Experiment,Neutral,Neutral,Neutral,Somewhat agree,Somewhat agree,Yes,No,No,Yes,No,Neutral,Neutral,Somewhat disagree,Strongly agree,Collab,Yes,Yes,No,No,Somewhat affect,Neutral,Somewhat affect,Somewhat affect,Neutral,Affect a lot,Affect a lot,Affect a lot,Somewhat affect,Neutral,Strongly agree,Somewhat disagree,Somewhat agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Monthly,Less than once a year,Weekly,Monthly,Daily,Less than once a year,Very satisfied,No experience,Moderately satisfied,Moderately satisfied,No experience,Very satisfied,No experience,Somewhat affect,Somewhat affect,Neutral,Affect a lot
332,Female,United States of America,Junior,Experiment,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Yes,No,No,No,No,Strongly disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Collab,Yes,Yes,No,No,Somewhat affect,Neutral,Affect a lot,Affect a lot,Affect a lot,Neutral,Somewhat affect,Somewhat affect,Somewhat affect,Somewhat disagree,Strongly agree,Strongly agree,Somewhat agree,Strongly disagree,Strongly agree,Strongly disagree,Somewhat disagree,Daily,Daily,Daily,Daily,Daily,Less than once a year,Very dissatisfied,Moderately satisfied,Moderately satisfied,Very satisfied,No experience,Very satisfied,No experience,Affect a lot,Affect a lot,Affect a lot,Somewhat affect
334,Male,Denmark,Senior,Experiment,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat disagree,Yes,Yes,No,Yes,No,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Collab,Yes,Yes,No,No,Rarely affect,Not at all affect,Not at all affect,Rarely affect,Not at all affect,Somewhat affect,Rarely affect,Not at all affect,Not at all affect,Neutral,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat agree,Monthly,Less than once a year,Weekly,Monthly,Weekly,Once every 3 months,Moderately satisfied,No experience,Moderately satisfied,Moderately satisfied,No experience,Moderately satisfied,Neither satisfied nor dissatisfied,Rarely affect,Somewhat affect,Affect a lot,Somewhat affect
335,Male,Turkey,Junior,Experiment,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,No,Yes,No,No,No,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Community,Yes,Yes,No,No,Neutral,Somewhat affect,Neutral,Not at all affect,Somewhat affect,Somewhat affect,Neutral,Somewhat affect,Rarely affect,Neutral,Strongly agree,Neutral,Somewhat disagree,Neutral,Somewhat agree,Neutral,Somewhat agree,Weekly,Less than once a year,Daily,Monthly,Weekly,Once every 3 months,Very satisfied,No experience,Neither satisfied nor dissatisfied,Very satisfied,No experience,Very satisfied,Neither satisfied nor dissatisfied,Somewhat affect,Somewhat affect,Affect a lot,Somewhat affect
337,Male,Germany,Junior,Experiment,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Yes,No,No,No,No,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Individual,Yes,Yes,No,No,Somewhat affect,Somewhat affect,Somewhat affect,Somewhat affect,Somewhat affect,Somewhat affect,Somewhat affect,Somewhat affect,Somewhat affect,Somewhat agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Neutral,Daily,Weekly,Weekly,Monthly,Weekly,Once every 3 months,Very satisfied,Moderately satisfied,Neither satisfied nor dissatisfied,Very satisfied,Neither satisfied nor dissatisfied,Very satisfied,Neither satisfied nor dissatisfied,Somewhat affect,Affect a lot,Affect a lot,Affect a lot
339,Female,France,Junior,Experiment,Strongly agree,Strongly agree,Strongly agree,Neutral,Neutral,Yes,No,No,Yes,No,Strongly agree,Somewhat agree,Somewhat agree,Somewhat disagree,Collab,Yes,Yes,No,No,Rarely affect,Somewhat affect,Rarely affect,Affect a lot,Neutral,Somewhat affect,Affect a lot,Neutral,Affect a lot,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Neutral,Somewhat disagree,Somewhat agree,Daily,Once every 3 months,Daily,Weekly,Daily,Once a year,Very satisfied,Neither satisfied nor dissatisfied,Moderately satisfied,Neither satisfied nor dissatisfied,Very dissatisfied,Moderately satisfied,Moderately satisfied,Somewhat affect,Affect a lot,Neutral,Somewhat affect
